accession	n_samples	ici_any	ici_in_sample_metadata	models	llc_only	in_vivo	strategies	gds_summary_type	suppfile	pubmed	series_title	design
GSE245950	17	False	False		False	False	OTHER			39070650,39358361	CD38+ Alveolar Macrophages mediate early control of M.tuberculosis proliferation in the lung [CITE-seq]	Mice were intranasally inoculated with 1500 CFUs of the Erdman strains (smyc′::mCherry, hspx′::GFP/smyc′::mCherry, or hsp60′::GFP). At 2, 4, and 6 weeks post-infection (w.p.i.), mice were euthanized. Cells from infected mice were then sorted. Sorted cells were resuspended in cell staining buffer and an ADT plus HTO antibody cocktail mix. The samples were then fixed in methanol overnight, rehydrate
GSE246201	16	False	False		False	False	RNA-Seq			38225437	BCG induces CX3CR1hi effector memory T cells to provide cross-protection via IFN-y mediated trained immunity	BCG vaccination administered intravenously generated a significant enrichment of effector memory T cells chracterized by their CX3CR1hi surface marker expression. Our data provides evidence that the expansion of these cells is key in the subsequent cross-protection between BCG vaccination and influenza infection. The increase in numbers of these cells in BCG-iv mice is evident, however asssessing 
GSE246710	2	True	False	LLC	True	True	RNA-Seq			39044458	Characterization of tumor microenvironment using single cell RNA sequencing in Lewis Lung Carcinoma cell transplantation mouse model	Eight to nine-week-old week old female C57BL/6 mice were intracardially injected with 1 x 10⁴-1 x 10⁵ LL/2-Luc2 cells. The mice were sacrificed on days 19 to 24 after tumor injection. Tissue specimens were analyzed by H&amp;E staining, scRNAseq(10x genemics).
GSE246922	24	True	False	KP_kras_p53,LLC,SCLC_GEMM	False	False	RNA-Seq			38215748	Clinical and molecular features of acquired resistance to immunotherapy in non-small cell lung cancer	Bulk RNA-seq of parental, exposed to low-level chronic IFNG treatment, and ICB-relapsed LLC1 and KP mouse lung cancer tumors (CD45-); 3 biological replicates for each condition
GSE247130	12	False	False		False	False	ATAC-seq,RNA-Seq			38755149	CEBPA restricts alveolar type 2 cell plasticity during development and injury-repair [1]	FACS purified epithelial cells from Cebpa mutant and littermate control were profiled at the indicated time
GSE247145	106	False	False		False	False	OTHER			38036767	BCG vaccination stimulates Integrated Organ Immunity by feedback of the adaptive immune response to imprint prolonged innate antiviral resistance [GeoMx]	Formalin-fixed paraffin-embedded mouse lung tissue sections were stained with CD4, PanCK, DAPI antibodies. ROIs were selected based on marker staining and AOIs were collected from each ROIs.
GSE247271	30	False	False		False	False	ChIP-Seq			38755149	CEBPA restricts alveolar type 2 cell plasticity during development and injury-repair [ChIP-seq]	FACS purified epithelial cells from Cebpa mutant and littermate control were profiled for ChIP-Seq at the indicated time
GSE247615	9	False	False		False	True	RNA-Seq			38117035	Precision Cut Lung Slices as an ex vivo model to study Pneumocystis murina survival and antimicrobial susceptibility	We cultured PCLS derived from wild type C57BL/6 and immunocompromised Rag2-/-Il2rγ-/- mice with a P. murina inoculum in submerged or air-liquid interface models for up to 14 days. We isolated total RNA from the cultured lung tissues at days 0, 3, 7, 10 and 14 and analyzed for the expression of host lung genes and P. murina genes (Gsc1 for asci and Sp for trophs) by real-time qPCR. We then performe
GSE247845	20	False	False	KP_kras_p53	False	True	RNA-Seq				FoxA1/2-dependent epigenomic reprogramming drives lineage switching in lung adenocarcinoma [RNA-Seq]	To identify the FoxA1/2- and KRAS-dependent transcriptional changes, bulk RNA-seq was performed on sorted GFP+, DAPI- tumor cells from each GEMM (K, KN, KNF1F2, N) To determine whether FoxA1/2 were required to maintain a gastric differentiation program, bulk RNA-seq was performed on 3D organoid lines, KG1A and 22E, in the presence and absence of FoxA1/2.
GSE248202	27	False	False	EGFR,SCLC_GEMM	False	False	RNA-Seq			38330136	Lineage-specific intolerance to oncogenic drivers restricts histological transformation [scRNA-Seq]	Single cell RNA sequencing was performed for 27 samples from genetically engineered mouse models. All samples were sorted from fresh, enzymatically dissociated lung tissues and, in most cases, triplicates were pooled before sequencing.
GSE248207	42	False	False	EGFR,SCLC_GEMM	False	False	ATAC-seq,RNA-Seq			38330136	Lineage-specific intolerance to oncogenic drivers restricts histological transformation	Refer to individual Series
GSE248295	18	False	False		False	False	RNA-Seq				Immune evasion of dormant disseminated tumor cells is due to their scarcity and can be overcome by T cell immunotherapies	To investigate the immuno-evasive properties of dormant DTCs in the lung, we inoculated WT Balb/c mice and T cell deficient athymic nude mice with either the metastatic D2A1 cell line or the dormant D2.0R cell line via tail vein injection. Four weeks after tumor cell injection, tumor cells were FACS purified from the lungs or harvested from in vitro culture to identify differentially expressed gen
GSE248539	11	False	False	EGFR,SCLC_GEMM	False	False	RNA-Seq			40148432	Involvement of Naïve CD4+ T cells in the Pathogenesis of Osimertinib-induced Pneumonitis	Lung mRNA profiles of untreated mice, osimertinib-treated mice after naphthalene treatment and naphthalene-treated mice.
GSE248797	11	False	False		False	False	RNA-Seq				Bulk RNA-seq of murine lung mesenchymal cells sorted after day 7 and day 14 of sham or pneumonectomy	Lung mesenchymal cells defined as EpCAM- CD45- CD31- (triple negative) were FACS-sorted from sham or pneumonectomized lungs at days 7 or 14 after surgery, and subjected to bulk RNA-seq.
GSE249000	18	True	True	SCLC_GEMM	False	True	RNA-Seq			38215748	Clinical and molecular features of acquired resistance to immunotherapy [RNA-seq]	The molecular changes on acquired resistance (AR) to anti-PD1 were examined using CT26 murine model system. To model acquired resistance, persistent viable CT26 cells following anti-PD-1 treatment were excised, cultured in vitro, and reimplanted in mice. This process was repeated for several passages until CT26 tumors were no longer responsive to anti-PD-1 antibody therapy. Bulk RNA-seq was perfor
GSE249658	3	True	False	EGFR	False	False	RNA-Seq			38270272	Effect of depletion of KDM4D, NFIB, and MLL1 on gene expression during adipogenic differentiation of C3H10T1/2 mesenchymal stem cells	Single-cell RNA sequencing of lungs from EGFR-mutant LUAD tumors with WT and PPARγ-/- macrophages or their littermate healthy controls.
GSE250146	9	True	False		False	True	RNA-Seq				Octopus-inspired triple-engineered bacteria for precision cancer immunotherapy	A total of 2×10^5 B16F10 cells were inoculated into C57BL/6 mice (7 weeks old, female) in the right axillary region. Once the tumor volume reached 80-120 mm^3, the mice were randomly divided into groups. Subsequently, the mice were intraperitoneally injected with physiological saline, the respective VNP bacterial strain, or modified strains (1.0×10^6 CFU per mouse). Three days later, tumor tissues
GSE250166	15	True	False		False	False	RNA-Seq			38542481	KEAP1-mutant lung cancers weaken anti-tumor immunity and promote an M2-like macrophage phenotype.	RNA sequencing was used to evaluate the transcriptomic changes related to NRF2 activation in LL2 lung cancer cells. Specifically, we used CRIPSR to functionally delete KEAP1 thereby inducing NRF2 transcriptional activity. We also created a second cell line by knocking out the NRF2 protein. We isolated 3 clonally derived KEAP1-mutant and 1 NRF2-mutant cell line. We then compared the new cell lines 
GSE250248	4	False	False	LLC	True	True	RNA-Seq			42204346	RNA-seq analysis of tumor-infiltrating effector T cells isolated from subcutaneous mouse Lewis lung carcinoma (LLC) tumors	To investigate functional differences between TILs with higher or lower capacity to uptake a blood-transported 2-deoxyglucose analog (2-NBDG), 4 mice bearing subcutaneous LLC tumors were injected with intravenous 2-NBDG to label T cells with greater or lesser capacity to uptake the probe.
GSE250301	12	False	False	KP_kras_p53	False	False	RNA-Seq			38843934	Nono stimulates the DNA damage response by mediating the induction of Gadd45b [RNA-seq]	Transcriptome analysis upon NONO knockout with or without etoposide treatment
GSE250302	17	False	False	KP_kras_p53	False	False	OTHER,RNA-Seq			38843934	Nono stimulates the DNA damage response by mediating the induction of Gadd45b	Refer to individual Series
GSE250359	11	False	False		False	False	ATAC-seq			38187557	PRDM3/16 Regulate Chromatin Accessibility Required for NKX2-1 Mediated Alveolar Epithelial Differentiations and Function [ATAC-seq]	Floxed alleles of Prdm16 and Prdm3 were knocked out using the sonic hedgehog CRE transgene. Lungs were harvested from fetal mice at E17.5 and EpCAM+ lung epithelial cells were isolated with microbeads. We investigated differential changes in chromatin accessibility between control mice and those lacking functional Prdm16 and Prdm3 genes in EpCAM+ sorted lung epithelial cells at the E17.5 timepoint
GSE250360	12	False	False		False	False	OTHER			38187557	PRDM3/16 Regulate Chromatin Accessibility Required for NKX2-1 Mediated Alveolar Epithelial Differentiations and Function [Cut&amp;Run]	Lungs were harvested from pooled fetal wild type C57Bl6 mice at E17.5 and the epithelial cells isolated using EpCAM+ microbeads. We investigated binding regions via Cut&amp;Run with PRDM16, PRDM3, and NKX2-1 antibodies in C57BL6 EpCAM+ sorted lung epithelial cells at E17.5 timepoint
GSE250363	11	False	False		False	False	RNA-Seq			38187557	PRDM3/16 Regulate Chromatin Accessibility Required for NKX2-1 Mediated Alveolar Epithelial Differentiations and Function [bulk RNA-seq]	Floxed alleles of Prdm16 and Prdm3 were knocked out using the sonic hedgehog CRE transgene. Lungs were harvested from fetal mice at E17.5 and EpCAM+ lung epithelial cells were isolated with microbeads. We investigated changes in gene expression between wild type mice and those lacking functional Prdm16 and Prdm3 genes in EpCAM+ sorted lung epithelial cells at the E17.5 timepoint.
GSE250366	46	False	False		False	False	ATAC-seq,OTHER,RNA-Seq			38187557	PRDM3/16 Regulate Chromatin Accessibility Required for NKX2-1 Mediated Alveolar Epithelial Differentiations and Function	Refer to individual Series
GSE250375	8	False	False	EGFR,LLC	False	True	RNA-Seq			40369065	Radiation-induced amphiregulin drives tumor metastases	AREG-sufficient or AREG-KO Lewis lung carcinoma (LLC) tumors were implanted into the flanks of B6 mice and flank tumors were treated with high-dose irradiation, 12 days after tumor injection. Sc-RNAseq was performed on the CD45+ cells from lung tissue (site of metastases) five days after irradiation of the subcutaneous flank tumor.
GSE250409	3	True	False	EGFR,KP_kras_p53,SCLC_GEMM	False	False	RNA-Seq				IL-8 drives the differentiation of CD74high neutrophils to activate anti-tumor immunity and attenuate NSCLC progression [I]	Comparative gene expression profiling analysis of RNA-seq data in neutrophils sorted from tumor-burdened lungs of KrasLSL-G12D/+Tp53fl/flIL8 mice.
GSE252037	14	True	False		False	False	RNA-Seq			39480071	Targeted delivery of flagellin by nebulization offers optimized respiratory immunity and defense against pneumococcal pneumonia	Six-to-eight weeks-old female mice were treated with recombinant flagellin FLAMOD (intranasally or via nebulization). Lungs were sampled 2 hours post-administration and processed for RNA isolation and sequencing.
GSE252460	2	True	False	EGFR,KP_kras_p53,SCLC_GEMM	False	False	RNA-Seq				IL-8 drives the differentiation of CD74high neutrophils to activate anti-tumor immunity and attenuate NSCLC progression [II]	Comparative gene expression profiling analysis of RNA-seq data in neutrophils sorted from tumor-burdened lungs of KrasLSL-G12D/+Tp53fl/flIL8 mice.
GSE252538	6	True	False		False	True	RNA-Seq				Low serum apolipoprotein A1 impairs antitumor immunity of CD8+ T cells via the HIF-1α-glycolysis pathway	To determine how ApoA1 affects CD8+ T cell immune functions, L-4F-treated and untreated CD8+ T cells were analyzed by RNA-seq.
GSE252663	6	False	False		False	False	RNA-Seq			38289252	single-cell RNAseq on Klebsiella infected mouse lung	Wild type and KO mice with and without infection were sacrificed 24h after bacterial inoculation and lung cells were harvested for scRNAseq analhysis.
GSE252886	22	False	False		False	True	ATAC-seq,ChIP-Seq,Hi-C,RNA-Seq				Ezh2 in NK cell functional regulation	ChIP-seq, ATAC-seq, Hi-C and RNA-seq for bone marrow (BM)-induced NK cells from Ezh2-/- and WT mice.
