ligand	receptor	classification	directionality	is_ppi	source	version	pair_origin	pathway
GLS2+SLC17A8	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A1	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A2	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A3	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A6	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC1A7	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GNRH1	GNRHR	Signaling by Progonadoliberin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GNRH1	GNRHR2	Signaling by Progonadoliberin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GNRH2	GNRHR	Signaling by Progonadoliberin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GNRH2	GNRHR2	Signaling by Progonadoliberin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GP1BA	ITGAM+ITGB2		Ligand-Receptor	True	PMC2194217	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GPHA2+GPHB5	TSHR		Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GRP	GRPR	Signaling by Gastrin	Ligand-Receptor	True	uniprot;HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
GRP	NMBR	Signaling by Gastrin	Ligand-Receptor	True	GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
HBEGF	EGFR	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HBEGF	ERBB2	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HBEGF	ERBB4	Signaling by Epidermal growth factor	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HCRT	HCRTR1	Signaling by Orexin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HCRT	HCRTR2	Signaling by Orexin	Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HDC	HRH1	Signaling by Histamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HDC	HRH2	Signaling by Histamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HDC	HRH3	Signaling by Histamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HDC	HRH4	Signaling by Histamine	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HEBP1	FPR3		Ligand-Receptor	True	reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HFE	TFRC		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HGF	MET		Ligand-Receptor	True	uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B1	ESR1	Signaling by Estradiol	Ligand-Receptor	False	HMRbase;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B1	ESR2	Signaling by Estradiol	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B1	GPER1	Signaling by Estradiol	Ligand-Receptor	False	reactome;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B1	NR1I2	Signaling by Estradiol	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B12	AR	Signaling by Steroids	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B3	AR	Signaling by Steroids	Ligand-Receptor	False	HMRbase;uniprot	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD17B6	NR1H4	Signaling by Steroids	Ligand-Receptor	False	HMRbase	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER1+CATSPERB	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER1+CATSPERD	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER2+CATSPERB	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER2+CATSPERD	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER3+CATSPERB	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER3+CATSPERD	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
HSD3B1	CATSPER4+CATSPERB	Signaling by Progesterone	Ligand-Receptor	False	uniprot;reactome	CellPhoneDBcore<=4.1	cellphonedb_v5_interactors	other
